trade_date,open,high,low,close,volume_lots,open_interest,prev_close,value_lakh,symbol,expiry_date,SMA_10,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,RSI,MACD,MACD_signal,MACD_hist,BB_upper,BB_lower,BB_middle,BB_width,BB_pct,high_low,high_close,low_close,true_range,ATR,pct_return,candle_body,upper_wick,lower_wick,daily_range,daily_range_pct,price_in_range,momentum_5,momentum_10,price_vs_sma20,price_vs_sma50,volume_MA_20,volume_MA_50,volume_change,volume_change_MA,volume_spike_ratio,is_volume_spike,volume_momentum,OI_change,OI_change_pct,OI_MA_20,OI_momentum,price_oi_bullish,rsi_oversold,rsi_overbought,vol_spike,oi_increasing,price_near_bb_lower,macd_bullish,strong_entry_signal,high_next_n,close_next_n,return_next_n_pct,target
2020-01-15,72031.0,72097.0,71570.0,71822.0,10914,36997,71352.0,235159.59,SILVER,2020-02-05,70134.5,,,,70174.81781476202,69286.23916299656,,888.5786517654633,526.0996401814464,362.4790115840169,,,,,,527.0,745.0,218.0,745.0,,0.6587061329745403,209.0,66.0,252.0,527.0,0.7337584584110718,0.4781783681214421,1892.0,3822.0,,,,,-33.966602129719256,29.924222063571875,,0,10914,-22716.0,-38.041967410781574,,-4270.2,0,0,0,0,0,0,0,0,72375.0,68375.0,-4.799365097045474,0
2020-01-16,71553.0,71573.0,71280.0,71453.0,16179,31101,71822.0,346811.43,SILVER,2020-02-05,70438.6,,,,70371.46122787555,69446.73996573755,,924.7212621380022,605.8239645727575,318.8972975652447,,,,,,293.0,249.0,542.0,542.0,,-0.5137701539918105,100.0,20.0,173.0,293.0,0.41005975956222973,0.590443686006826,1696.0,3041.0,,,,,48.24079164376032,28.579524314264507,,0,0,-5896.0,-15.9364272778874,,389.4,0,0,0,0,0,0,0,0,72375.0,67945.0,-4.909520943837207,0
2020-01-17,71195.0,71195.0,70899.0,71083.0,25472,50391,71453.0,543187.85,SILVER,2020-02-05,70715.0,,,,70480.92873127932,69567.94441271995,,912.9843185593636,667.2560353700787,245.72828318928487,,,,,,296.0,258.0,554.0,554.0,,-0.5178229045666338,112.0,0.0,184.0,296.0,0.41641461390205814,0.6216216216216216,13.0,2764.0,,,,,57.43865504666543,39.705192100602154,,0,0,19290.0,62.0237291405421,,4032.4,0,0,0,0,1,0,0,0,72375.0,67165.0,-5.5118664096900805,0
2020-01-20,71313.0,71516.0,70899.0,71301.0,17076,69405,71083.0,365260.76,SILVER,2020-02-05,70959.8,,,,70607.09354185173,69696.31890066662,75.76088653035742,910.7746411851112,715.9597565330853,194.81488465202597,,,,,,617.0,433.0,184.0,617.0,1025.5714285714287,0.30668373591435927,12.0,203.0,402.0,617.0,0.8653455070756371,0.6515397082658023,-425.0,2448.0,,,,,-32.96168341708543,36.26958495703443,,0,17076,19014.0,37.73292849913674,,1363.6,1,0,1,0,1,0,0,0,72097.0,67428.0,-5.431901375857281,0
2020-01-21,69943.0,69943.0,69436.0,69746.0,29783,44948,71301.0,623173.54,SILVER,2020-02-05,70924.0,,,,70474.61761233608,69699.99898209872,60.96458176337603,774.6186302373535,727.691531273939,46.92709896341455,,,,,,507.0,1358.0,1865.0,1865.0,1090.5714285714287,-2.180895078610401,197.0,0.0,310.0,507.0,0.7269234077939953,0.611439842209073,-1606.0,-358.0,,,,,74.41438275942845,26.50389250292634,,0,0,-24457.0,-35.238095238095234,,-2953.0,0,0,0,0,0,0,0,0,72097.0,66735.0,-4.317093453388008,0
2020-01-22,68431.0,68538.0,68154.0,68375.0,18824,63031,69746.0,386127.3,SILVER,2020-02-05,70768.5,,,,70151.59951813053,69601.85090935067,49.79262414527519,549.7486087798607,692.1029467751233,-142.35433799526265,,,,,,384.0,1208.0,1592.0,1592.0,1165.142857142857,-1.965704126401513,56.0,107.0,221.0,384.0,0.5616087751371115,0.5755208333333334,-3447.0,-1555.0,,,,,-36.79615888258403,28.763434180970584,,0,0,18083.0,40.230933523182344,,5206.8,0,0,0,0,1,0,0,0,71573.0,65663.0,-3.96636197440585,0
2020-01-23,67828.0,68496.0,67555.0,67945.0,9299,47921,68375.0,189546.17,SILVER,2020-02-05,70587.3,,,,69812.12266918737,69479.12121236173,47.980125297040395,333.0014568256447,620.2826487852276,-287.2811919595829,,,,,,941.0,121.0,820.0,941.0,1156.0714285714287,-0.6288848263254154,117.0,551.0,273.0,941.0,1.3849437044668482,0.41445270988310307,-3508.0,-1812.0,,,,,-50.60029749256268,27.456765937668983,,0,0,-15110.0,-23.972331075185227,,3364.0,0,0,0,0,0,0,0,0,71516.0,66811.0,-1.668996982853779,0
2020-01-24,67354.0,67484.0,66548.0,67165.0,13118,38460,67945.0,264321.14,SILVER,2020-02-05,70196.8,,,,69404.87302777394,69307.70482626086,41.119528619528616,97.16820151307911,515.6597593307979,-418.4915578177188,,,,,,936.0,461.0,1397.0,1397.0,1186.357142857143,-1.1479873427036602,189.0,130.0,617.0,936.0,1.3935829673192883,0.6591880341880342,-3918.0,-3905.0,,,,,41.06893214324121,0.8711622270238593,,0,0,-9461.0,-19.742910206381335,,-2386.2,0,0,0,0,0,0,0,0,71516.0,66652.0,-0.7637906647807639,0
2020-01-27,67523.0,67826.0,67115.0,67428.0,15756,31071,67165.0,318718.67,SILVER,2020-02-05,69767.0,,,,69100.73871580872,69168.46743172302,34.288398309065286,-67.72871591430157,398.98206428177804,-466.7107801960796,,,,,,711.0,661.0,50.0,711.0,1087.857142857143,0.3915729918856581,95.0,303.0,313.0,711.0,1.0544580886278698,0.44022503516174405,-3873.0,-4298.0,,,,,20.109772831224284,6.389378877797347,,0,15756,-7389.0,-19.21216848673947,,-7666.8,0,0,0,0,0,0,0,0,69943.0,66721.0,-1.048525834964703,0
2020-01-28,66676.0,67324.0,66087.0,66735.0,12953,76118,67428.0,259325.54,SILVER,2020-02-05,69305.3,69528.8,,,68736.77891337662,68988.21058492872,32.31876037631433,-251.43167155209812,268.8993171150028,-520.3309886671009,72862.40412514113,66195.19587485888,69528.8,6667.208250282245,0.08096404145142277,1237.0,104.0,1341.0,1341.0,1118.7142857142858,-1.0277629471436178,59.0,589.0,589.0,1237.0,1.853600059938563,0.5238480194017785,-3011.0,-4617.0,-4.018191023000544,,17888.7,,-17.790048235592792,6.9157744266775465,0.7240883909954329,0,0,45047.0,144.980850310579,46816.55,6234.0,0,0,0,0,1,1,0,0,68538.0,65639.0,-1.6423166254589048,0
2020-01-29,65600.0,66034.0,65328.0,65663.0,20185,58282,66735.0,397622.3,SILVER,2020-02-05,68689.4,69411.95,,,68263.88984978021,68741.8986897488,29.39400040265754,-478.00883996859193,119.51768569828386,-597.5265256668758,73114.5935776561,65709.3064223439,69411.95,7405.287155312195,-0.006253156882739061,706.0,701.0,1407.0,1407.0,1164.5714285714287,-1.6063534876751384,63.0,371.0,272.0,706.0,1.0751869393722493,0.4745042492917847,-2712.0,-6159.0,-5.401015243052525,,18120.0,,55.83262564656837,15.89569720430631,1.113962472406181,0,0,-17836.0,-23.432039727791064,48757.1,-949.8,0,1,0,0,0,1,0,0,68496.0,65241.0,-0.6426754793414861,0
2020-01-30,66850.0,66865.0,66757.0,66811.0,19674,68445,65663.0,394331.88,SILVER,2020-02-05,68225.2,69331.9,,,68040.36833442941,68598.86915717482,28.201453577643562,-558.5008227454091,-16.086015990454726,-542.4148067549544,73191.47008241237,65472.32991758761,69331.9,7719.140164824763,0.17342217576415533,108.0,1202.0,1094.0,1202.0,1103.5,1.7483209722370274,39.0,15.0,54.0,108.0,0.16165002769005105,0.5,-1134.0,-4642.0,-3.6359886286110643,,17845.85,,-2.5315828585583344,10.818459754074443,1.1024411838046382,0,19674,10163.0,17.437630829415607,51371.2,4104.8,1,1,0,0,1,1,0,0,67826.0,65342.0,-2.1987397284878236,0
2020-01-31,66714.0,66881.0,66490.0,66652.0,38927,64816,66811.0,778368.72,SILVER,2020-02-05,67782.1,69248.55,,,67826.77320605566,68454.65662701373,22.638050043140638,-627.8834209580673,-138.44549698397725,-489.43792397409004,73268.87438989693,65228.22561010307,69248.55,8040.6487797938535,0.17707207824757523,391.0,70.0,321.0,391.0,1038.2142857142858,-0.23798476298813043,62.0,167.0,162.0,391.0,0.5866290583928464,0.4143222506393862,-513.0,-4431.0,-3.7496091975933106,,19211.3,,97.8601199552709,14.86060624493499,2.0262553809476715,1,0,-3629.0,-5.302067353349404,50957.65,5271.2,0,1,0,1,0,1,0,0,67826.0,64488.0,-3.246714277140971,0
2020-02-03,66748.0,67078.0,66243.0,66721.0,5386,13060,66652.0,107807.79,SILVER,2020-02-05,67324.1,69141.95,,,67656.65425127787,68326.23761760531,24.17753986840637,-669.5833663274389,-244.67307085266958,-424.91029547476927,73316.53644532291,64967.36355467708,69141.95,8349.17289064583,0.21003714598935197,835.0,426.0,409.0,835.0,1010.0,0.10352277501051166,27.0,330.0,478.0,835.0,1.251480043764332,0.5724550898203593,-707.0,-4580.0,-3.501419904992551,,18891.6,,-86.16384514604259,9.540390072039274,0.28510025619852214,0,5386,-51756.0,-79.8506541594668,48007.1,-3602.2,0,1,0,0,0,0,0,0,67324.0,64787.0,-2.8986376103475666,0
2020-02-04,65680.0,65808.0,65531.0,65639.0,31617,23731,66721.0,622592.48,SILVER,2020-02-05,66913.4,68918.7,,,67346.24590492743,68127.18297926418,17.726276229251482,-780.9370743367472,-351.9258715494851,-429.01120278726205,73346.53953971616,64490.86046028383,68918.7,8855.679079432331,0.1296500843603026,277.0,913.0,1190.0,1190.0,1041.7857142857142,-1.6216783321592931,41.0,128.0,108.0,277.0,0.4220052103170371,0.3898916967509025,-1096.0,-4107.0,-4.758795508330826,,18869.95,,487.0219086520609,50.80114266130252,1.6755211328063933,1,0,10671.0,81.70750382848394,47890.4,-10477.4,0,1,0,1,1,1,0,1,67078.0,64352.0,-1.9607245692347535,0
2020-02-05,65463.0,65810.0,64625.0,65241.0,12192,30719,65639.0,238625.48,SILVER,2020-02-05,66600.0,68684.25,,,67022.36191955398,67913.39164746684,17.672772689425486,-891.0297279128572,-459.7466428221595,-431.2830850906977,73375.35665318741,63993.14334681259,68684.25,9382.213306374819,0.1330023750727926,1185.0,171.0,1014.0,1185.0,1087.7142857142858,-0.606346836484406,222.0,347.0,616.0,1185.0,1.8163424840207845,0.5198312236286919,-422.0,-3134.0,-5.013158038414921,,18828.8,,-61.43846664768952,48.336911884791974,0.6475186947654656,0,0,6988.0,29.446715266950395,46508.95,-5512.6,0,1,0,0,1,1,0,0,67078.0,64150.0,-1.6722613080731443,0
2020-02-06,65482.0,66249.0,64496.0,65342.0,15745,57042,65241.0,308642.94,SILVER,2020-02-05,66339.7,68463.5,,,66763.84470116106,67722.91819209892,19.26330442231503,-959.0734909378662,-559.6120124453009,-399.4614784925652,73353.3610248253,63573.638975174705,68463.5,9779.72204965059,0.1808191496493988,1753.0,1008.0,745.0,1753.0,1173.357142857143,0.15481062522033628,140.0,767.0,846.0,1753.0,2.6828073826941323,0.48260125499144324,-1469.0,-2603.0,-4.559363748566755,,19209.55,,29.142060367454057,56.31114767079364,0.8196443956261339,0,15745,26323.0,85.6896383345812,47903.35,-2280.6,1,1,0,0,1,1,0,0,67078.0,63718.0,-2.485384591839858,0
2020-02-07,64512.0,65070.0,64035.0,64488.0,35020,59116,65342.0,677510.93,SILVER,2020-02-05,66072.0,68134.4,,,66413.71474713628,67483.29462231381,15.849624060150376,-1069.5798751775292,-661.6055849917466,-407.9742901857826,73169.44854521104,63099.35145478895,68134.4,10070.097090422089,0.13789822806493365,1035.0,272.0,1307.0,1307.0,1222.642857142857,-1.3069694836399304,24.0,558.0,453.0,1035.0,1.604949758094529,0.43768115942028984,-2164.0,-2677.0,-5.351775314672169,,19306.4,,122.41981581454428,64.44623603792395,1.8139062694236108,1,0,2074.0,3.6359173942007716,49347.7,-1140.0,0,1,0,1,1,1,0,1,67078.0,65126.0,0.989331348467932,1
2020-02-10,64909.0,65037.0,64622.0,64787.0,26159,36325,64488.0,508428.94,SILVER,2020-02-05,65807.9,67787.45,,,66163.45093988455,67283.56909473501,21.562105746071794,-1120.1181548504537,-753.308098963488,-366.81005588696576,72735.99898350067,62838.90101649932,67787.45,9897.097967001348,0.19683537436892903,415.0,549.0,134.0,549.0,1128.642857142857,0.46365215233841184,122.0,128.0,165.0,415.0,0.6405606062944726,0.39759036144578314,-1934.0,-2641.0,-4.4262617932965425,,19540.35,,-25.302684180468304,59.9049903367547,1.3387170649451008,0,26159,-22791.0,-38.55301441234184,48034.6,4653.0,0,1,0,0,0,1,0,0,66249.0,65132.0,0.5325142389676941,1
2020-02-11,64219.0,65029.0,63627.0,64352.0,8409,32597,64787.0,162340.79,SILVER,2020-02-05,65569.6,67437.45,,,65884.76617990232,67066.41582845834,24.155210073236546,-1181.64964855602,-838.9764088819944,-342.6732396740257,72314.13893172842,62560.76106827158,67437.45,9753.377863456837,0.1836531873167435,1402.0,242.0,1160.0,1402.0,1115.0714285714287,-0.6714309969592658,133.0,677.0,592.0,1402.0,2.1786424664346096,0.5171184022824536,-1287.0,-2383.0,-4.575276793532373,,19134.4,,-67.85427577506785,54.89856758280719,0.4394702734342336,0,0,-3728.0,-10.262904335856849,46678.8,1773.2,0,1,0,0,0,1,0,0,66249.0,64351.0,-0.0015539532570860268,0
2020-02-12,64201.0,64342.0,63864.0,64150.0,30745,77439,64352.0,591687.52,SILVER,2020-02-05,65418.3,67053.85,,,65617.87907530196,66850.38502635031,24.884182660489742,-1232.5059510483552,-917.6823173152666,-314.8236337330886,71678.83979913531,62428.8602008647,67053.85,9249.979598270613,0.18606957786772707,478.0,10.0,488.0,488.0,1082.7142857142858,-0.3138985579313802,51.0,141.0,286.0,478.0,0.745128604832424,0.5983263598326359,-1091.0,-1513.0,-4.330623819512236,,20125.95,,265.62016886669045,75.8773219048194,1.527629751639053,1,0,44842.0,137.5648065772924,48700.9,9344.0,0,1,0,1,1,1,0,1,66249.0,64987.0,1.3047544816835541,1
2020-02-13,63949.0,64112.0,63359.0,63718.0,34455,24551,64150.0,658621.11,SILVER,2020-02-05,65109.0,66667.1,,,65325.58998679396,66618.35650587991,26.085749965311507,-1292.7665190859552,-992.6991576694045,-300.06736141655074,71029.35156252334,62304.84843747667,66667.1,8724.50312504667,0.16197501935283795,753.0,38.0,791.0,791.0,1039.4285714285713,-0.6734216679657012,231.0,163.0,359.0,753.0,1.1817696726199818,0.4767596281540505,-1624.0,-3093.0,-4.423621246461906,,21039.75,,12.06700276467718,77.33718046714294,1.637614515381599,1,0,-52888.0,-68.29633647128708,48373.4,-6498.2,0,1,0,1,0,1,0,0,65070.0,64085.0,0.5759753915691014,1
2020-02-14,65097.0,65264.0,64905.0,65126.0,34166,34278,63718.0,667528.47,SILVER,2020-02-05,64956.4,66369.25,,,65294.883834979504,66507.81157951844,36.218869731800766,-1212.927744538938,-1036.7448750433114,-176.18286949562662,70248.73471212086,62489.76528787914,66369.25,7758.969424241717,0.33976609108477024,359.0,1546.0,1187.0,1546.0,1099.0714285714287,2.2097366521234285,29.0,138.0,192.0,359.0,0.5512391364432023,0.6155988857938719,638.0,-1526.0,-1.8732319560639903,,21474.45,,-0.8387752140473048,67.46729095021112,1.591006987373367,1,34166,9727.0,39.619567431061874,47567.75,-4967.6,1,0,0,1,1,0,0,0,65264.0,64258.0,-1.3328010318459602,0
2020-02-17,65022.0,65366.0,64849.0,65132.0,33072,25141,65126.0,646213.65,SILVER,2020-02-05,64797.5,66060.8,,,65269.8247834442,66405.89961066523,39.54337899543379,-1136.074827221033,-1056.6108654788557,-79.46396174217739,69199.52951836794,62922.070481632065,66060.8,6277.459036735876,0.35204204526630317,517.0,240.0,277.0,517.0,1040.2142857142858,0.009212910358380455,110.0,234.0,173.0,517.0,0.7937726463182461,0.5473887814313346,345.0,-1589.0,-1.4059775237357144,,22274.25,,-3.2020136978282543,75.76347409503256,1.4847637967608336,0,33072,-9137.0,-26.655580839022107,45354.55,-2236.8,0,0,0,0,0,0,0,0,65366.0,62824.0,-3.543573051648959,0
2020-02-18,64267.0,64712.0,64000.0,64351.0,17109,77913,65132.0,330294.38,SILVER,2020-02-05,64668.7,65791.05,,,65128.467124452785,66253.68482469003,41.10387849199891,-1125.2177002372482,-1070.3322324305343,-54.885467806713905,68493.19826621933,63088.901733780665,65791.05,5404.296532438668,0.23353608719353852,712.0,420.0,1132.0,1132.0,1020.5714285714286,-1.1991033593318212,84.0,361.0,267.0,712.0,1.1064319124799926,0.49297752808988765,-1.0,-1288.0,-2.1888235557876077,,21640.55,,-48.26741654571843,22.23454157525462,0.7905991298742407,0,0,52772.0,209.90414064675232,47002.8,9063.2,0,0,0,0,1,0,0,0,65366.0,61875.0,-3.8476480551972774,0
2020-02-19,64845.0,65392.0,64667.0,64987.0,7484,43615,64351.0,145908.81,SILVER,2020-02-05,64643.3,65621.65,,,65106.70295146005,66159.85631915744,36.70941416496648,-1053.153367697385,-1066.8964594839044,13.743091786519471,68052.9544603562,63190.34553964379,65621.65,4862.608920712402,0.36948364337985584,725.0,1041.0,316.0,1041.0,1009.0714285714286,0.9883296296871791,142.0,405.0,178.0,725.0,1.1156077369320017,0.4413793103448276,837.0,-254.0,-0.9671350842290528,,21073.55,,-56.25694079139634,22.75269416088394,0.3551371268723115,0,7484,-34298.0,-44.02089510094592,46032.0,-6764.8,0,0,0,0,0,0,1,0,65392.0,62033.0,-4.545524489513287,0
2020-02-20,63985.0,64404.0,63748.0,64085.0,39622,72751,64987.0,761752.76,SILVER,2020-02-05,64517.6,65428.65,,,64949.51788200466,66006.16325847911,33.12294543063773,-1056.645376474451,-1064.846242882014,8.200866407562899,67690.31005868549,63166.98994131451,65428.65,4523.320117370975,0.20295049540271132,656.0,583.0,1239.0,1239.0,1069.642857142857,-1.3879699016726477,100.0,319.0,237.0,656.0,1.0236404774908325,0.5137195121951219,367.0,-1257.0,-2.053611070991074,,22589.7,,429.4227685729556,62.780764981434096,1.7539852233540063,1,0,29136.0,66.80270549123009,47273.5,9640.0,0,0,0,1,1,0,0,0,65392.0,62586.0,-2.3390809081688384,0
2020-02-21,64211.0,64583.0,63968.0,64258.0,18992,37452,64085.0,366116.38,SILVER,2020-02-05,64494.6,65283.3,,,64843.130515542405,65876.66968377696,34.02516539110131,-1033.5391682345507,-1058.5848279525214,25.045659717970693,67446.61773465047,63119.98226534953,65283.3,4326.635469300942,0.26302602627957056,615.0,498.0,117.0,615.0,1053.9285714285713,0.269953967387071,47.0,325.0,243.0,615.0,0.957079274175978,0.4715447154471545,-868.0,-230.0,-1.57053947946872,,22883.4,,-52.06703346625612,45.332080053354055,0.8299465988445772,0,18992,-35299.0,-48.52029525367348,47223.1,634.8,0,0,0,0,0,0,0,0,65392.0,62727.0,-2.3825827134364594,0
2020-02-24,62647.0,63374.0,62482.0,62824.0,22457,32725,64258.0,423251.57,SILVER,2020-02-05,64298.3,65053.1,,,64532.4950516128,65650.54600349718,32.53938717280734,-1118.0509518843755,-1070.4780527388923,-47.572899145483234,67235.24331142104,62870.95668857895,65053.1,4364.28662284209,-0.010759304472164733,892.0,884.0,1776.0,1776.0,1095.7857142857142,-2.2316287466152107,177.0,550.0,165.0,892.0,1.419839551763657,0.3834080717488789,-2308.0,-1963.0,-3.42658535873002,,23218.45,,18.24452401010952,49.68680087241184,0.967204959848741,0,0,-4727.0,-12.621488839047313,47305.8,1516.8,0,0,0,0,0,1,0,0,65392.0,62659.0,-0.26263848210874824,0
2020-02-25,61877.0,62300.0,61347.0,61875.0,55100,60391,62824.0,1022793.75,SILVER,2020-02-05,64050.6,64810.1,,,64123.64965905699,65370.87592916405,30.457501161170455,-1247.226270107065,-1105.827696212527,-141.398573894538,67268.54888197087,62351.65111802913,64810.1,4916.897763941743,-0.09694143358535262,953.0,524.0,1477.0,1477.0,1116.642857142857,-1.5105692092194034,2.0,423.0,528.0,953.0,1.5402020202020201,0.5540398740818469,-2476.0,-2477.0,-4.528769435628087,,25325.8,,145.35779489691413,71.00800793961004,2.1756469687038513,1,0,27666.0,84.54087089381208,46519.45,-3504.4,0,0,0,1,1,1,0,0,65392.0,62456.0,0.938989898989899,1
2020-02-26,62145.0,62698.0,61399.0,62033.0,88885,21698,61875.0,1654140.96,SILVER,2020-02-05,63838.9,64628.6,,,63802.0112499713,65123.62586033709,30.914753720152262,-1321.6146103657884,-1148.9850790431792,-172.62953132260918,67344.43515506267,61912.764844937316,64628.6,5431.670310125359,0.02213594496679044,1299.0,823.0,476.0,1299.0,1084.2142857142858,0.2553535353535308,112.0,553.0,634.0,1299.0,2.0940467170699466,0.4880677444187837,-2954.0,-2117.0,-4.016178595853845,,28760.8,,61.31578947368421,50.57757000030941,3.090491224166226,1,88885,-38693.0,-64.07080525243828,44690.25,-4383.4,0,0,0,1,0,1,0,0,64583.0,61405.0,-1.012364386697403,0
2020-02-27,62472.0,62632.0,62472.0,62586.0,82290,12365,62033.0,1545060.58,SILVER,2020-02-05,63725.7,64417.35,,,63614.93259612956,64935.65357438619,38.635277246653914,-1320.7209782566279,-1183.332258885869,-137.38871937075896,67075.07663241203,61759.623367587956,64417.35,5315.453264824078,0.15546682309874363,160.0,599.0,439.0,599.0,1033.642857142857,0.89146099656634,114.0,46.0,0.0,160.0,0.2556482280382194,0.7125,-1499.0,-1132.0,-2.8429452624176537,,31891.6,,-7.419699611858022,48.62889976265589,2.58030327735203,1,82290,-9333.0,-43.013180938335324,41886.25,-12077.2,0,0,0,1,0,1,0,0,64583.0,60908.0,-2.681110791550826,0
2020-02-28,62918.0,62918.0,62635.0,62727.0,78430,53372,62586.0,1475903.58,SILVER,2020-02-05,63485.8,64221.1,,,63478.3275813404,64772.04960591314,37.45432399512789,-1293.7220245727367,-1205.4102120232426,-88.3118125494941,66761.09659344998,61681.10340655001,64221.1,5079.99318689997,0.20588543231654166,283.0,332.0,49.0,332.0,1018.1428571428571,0.2252900009586778,191.0,0.0,92.0,283.0,0.4511613818610805,0.3250883392226148,-1531.0,-2399.0,-2.3264939404650473,,33866.75,,-4.690727913476733,48.24370449271295,2.3158407582658507,1,78430,41007.0,331.637687019814,41314.05,3184.0,1,0,0,1,1,0,0,0,63374.0,60598.0,-3.39407272785244,0
