trade_date,open,high,low,close,volume_lots,open_interest,prev_close,value_lakh,symbol,expiry_date
2020-02-20,63985.0,64404.0,63748.0,64085.0,39622,72751,64987.0,761752.76,SILVER,2020-02-05
2020-02-20,64016.0,64435.0,63779.0,64116.0,118866,72751,65018.0,381060.62,SILVERM,2020-02-05
2020-02-21,64211.0,64583.0,63968.0,64258.0,18992,37452,64085.0,366116.38,SILVER,2020-02-05
2020-02-21,64219.0,64591.0,63976.0,64266.0,56976,37452,64093.0,183080.98,SILVERM,2020-02-05
2020-02-24,62647.0,63374.0,62482.0,62824.0,22457,32725,64258.0,423251.57,SILVER,2020-02-05
2020-02-24,62700.0,63427.0,62535.0,62877.0,67371,32725,64311.0,211804.32,SILVERM,2020-02-05
2020-02-25,61877.0,62300.0,61347.0,61875.0,55100,60391,62824.0,1022793.75,SILVER,2020-02-05
2020-02-25,61840.0,62263.0,61310.0,61838.0,165300,60391,62787.0,511091.07,SILVERM,2020-02-05
2020-02-26,62145.0,62698.0,61399.0,62033.0,88885,21698,61875.0,1654140.96,SILVER,2020-02-05
2020-02-26,62148.0,62701.0,61402.0,62036.0,266655,21698,61878.0,827110.48,SILVERM,2020-02-05
2020-02-27,62472.0,62632.0,62472.0,62586.0,82290,12365,62033.0,1545060.58,SILVER,2020-02-05
2020-02-27,62527.0,62687.0,62527.0,62641.0,246870,12365,62088.0,773209.18,SILVERM,2020-02-05
2020-02-28,62918.0,62918.0,62635.0,62727.0,78430,53372,62586.0,1475903.58,SILVER,2020-02-05
2020-02-28,62963.0,62963.0,62680.0,62772.0,235290,53372,62631.0,738481.19,SILVERM,2020-02-05
2020-03-02,62723.0,63316.0,62093.0,62659.0,34048,54134,62727.0,640024.09,SILVER,2020-04-05
2020-03-02,62649.0,63242.0,62019.0,62585.0,102144,54134,62653.0,319634.11,SILVERM,2020-04-05
2020-03-03,62585.0,62585.0,62379.0,62456.0,24669,47823,62659.0,462218.12,SILVER,2020-04-05
2020-03-03,62534.0,62534.0,62328.0,62405.0,74007,47823,62608.0,230920.34,SILVERM,2020-04-05
2020-03-04,61324.0,61667.0,61190.0,61405.0,14777,11949,62456.0,272214.51,SILVER,2020-04-05
2020-03-04,61320.0,61663.0,61186.0,61401.0,44331,11949,62452.0,136098.39,SILVERM,2020-04-05
2020-03-05,61012.0,61012.0,60716.0,60908.0,25968,59396,61405.0,474497.68,SILVER,2020-04-05
2020-03-05,61000.0,61000.0,60704.0,60896.0,77904,59396,61393.0,237202.1,SILVERM,2020-04-05
2020-03-06,60466.0,60695.0,60466.0,60598.0,16292,41912,60908.0,296178.78,SILVER,2020-04-05
2020-03-06,60463.0,60692.0,60463.0,60595.0,48876,41912,60905.0,148082.06,SILVERM,2020-04-05
2020-03-09,61475.0,61787.0,60927.0,61366.0,18923,66947,60598.0,348368.65,SILVER,2020-04-05
2020-03-09,61515.0,61827.0,60967.0,61406.0,56769,66947,60638.0,174297.86,SILVERM,2020-04-05
2020-03-10,61650.0,62135.0,61116.0,61628.0,32703,54387,61366.0,604626.15,SILVER,2020-04-05
2020-03-10,61664.0,62149.0,61130.0,61642.0,98109,54387,61380.0,302381.75,SILVERM,2020-04-05
2020-03-11,60458.0,60541.0,60281.0,60391.0,23657,73965,61628.0,428600.97,SILVER,2020-04-05
2020-03-11,60475.0,60558.0,60298.0,60408.0,70971,73965,61645.0,214360.81,SILVERM,2020-04-05
2020-03-12,60493.0,60700.0,60493.0,60636.0,8629,26508,60391.0,156968.41,SILVER,2020-04-05
2020-03-12,60527.0,60734.0,60527.0,60670.0,25887,26508,60425.0,78528.21,SILVERM,2020-04-05
2020-03-13,60272.0,60496.0,60150.0,60380.0,7114,55592,60636.0,128863.0,SILVER,2020-04-05
2020-03-13,60326.0,60550.0,60204.0,60434.0,21342,55592,60690.0,64489.12,SILVERM,2020-04-05
2020-03-16,59993.0,60223.0,59531.0,59922.0,39445,11919,60380.0,709086.99,SILVER,2020-04-05
2020-03-16,59840.0,60070.0,59378.0,59769.0,118335,11919,60227.0,353638.23,SILVERM,2020-04-05
2020-03-17,60252.0,60454.0,60252.0,60367.0,30574,52595,59922.0,553698.2,SILVER,2020-04-05
2020-03-17,60233.0,60435.0,60233.0,60348.0,91722,52595,59903.0,276761.96,SILVERM,2020-04-05
2020-03-18,61169.0,61593.0,60922.0,61113.0,37349,19617,60367.0,684752.83,SILVER,2020-04-05
2020-03-18,61125.0,61549.0,60878.0,61069.0,112047,19617,60323.0,342129.91,SILVERM,2020-04-05
2020-03-19,61627.0,62172.0,61582.0,61796.0,27257,43298,61113.0,505312.07,SILVER,2020-04-05
2020-03-19,61651.0,62196.0,61606.0,61820.0,81771,43298,61137.0,252754.16,SILVERM,2020-04-05
2020-03-20,61314.0,61593.0,60601.0,61211.0,22973,16929,61796.0,421860.09,SILVER,2020-04-05
2020-03-20,61291.0,61570.0,60578.0,61188.0,68919,16929,61773.0,210850.79,SILVERM,2020-04-05
2020-03-23,60856.0,61507.0,60704.0,61007.0,30737,24456,61211.0,562551.65,SILVER,2020-04-05
2020-03-23,60860.0,61511.0,60708.0,61011.0,92211,24456,61215.0,281294.27,SILVERM,2020-04-05
2020-03-24,61327.0,61461.0,61101.0,61259.0,17047,47924,61007.0,313284.65,SILVER,2020-04-05
2020-03-24,61370.0,61504.0,61144.0,61302.0,51141,47924,61050.0,156752.28,SILVERM,2020-04-05
2020-03-25,62053.0,62729.0,61709.0,61976.0,27113,34240,61259.0,504106.59,SILVER,2020-04-05
2020-03-25,62023.0,62699.0,61679.0,61946.0,81339,34240,61229.0,251931.28,SILVERM,2020-04-05
2020-03-26,61561.0,61951.0,61499.0,61647.0,5694,19228,61976.0,105305.41,SILVER,2020-04-05
2020-03-26,61579.0,61969.0,61517.0,61665.0,17082,19228,61994.0,52668.08,SILVERM,2020-04-05
2020-03-27,61602.0,61764.0,61141.0,61530.0,20588,31686,61647.0,380033.89,SILVER,2020-04-05
2020-03-27,61680.0,61842.0,61219.0,61608.0,61764,31686,61725.0,190257.83,SILVERM,2020-04-05
2020-03-30,60789.0,60845.0,60582.0,60758.0,25067,21920,61530.0,456906.24,SILVER,2020-04-05
2020-03-30,60831.0,60887.0,60624.0,60800.0,75201,21920,61572.0,228611.04,SILVERM,2020-04-05
2020-03-31,59868.0,60234.0,59688.0,59933.0,11704,17432,60758.0,210436.75,SILVER,2020-04-05
2020-03-31,59789.0,60155.0,59609.0,59854.0,35112,17432,60679.0,105079.68,SILVERM,2020-04-05
2020-04-01,60397.0,60623.0,60392.0,60519.0,6971,73575,59933.0,126563.38,SILVER,2020-04-05
2020-04-01,60382.0,60608.0,60377.0,60504.0,20913,73575,59918.0,63266.01,SILVERM,2020-04-05
2020-04-02,61258.0,61730.0,61130.0,61500.0,16441,43910,60519.0,303336.45,SILVER,2020-04-05
2020-04-02,61276.0,61748.0,61148.0,61518.0,49323,43910,60537.0,151712.62,SILVERM,2020-04-05
2020-04-03,61507.0,62078.0,61083.0,61464.0,36476,40226,61500.0,672588.26,SILVER,2020-04-05
2020-04-03,61535.0,62106.0,61111.0,61492.0,109428,40226,61528.0,336447.33,SILVERM,2020-04-05
2020-04-06,62009.0,62312.0,62009.0,62204.0,19677,69099,61464.0,367196.43,SILVER,2020-04-05
2020-04-06,61996.0,62299.0,61996.0,62191.0,59031,69099,61451.0,183559.85,SILVERM,2020-04-05
2020-04-07,62495.0,62573.0,62405.0,62483.0,32818,28013,62204.0,615170.13,SILVER,2020-04-05
2020-04-07,62463.0,62541.0,62373.0,62451.0,98454,28013,62172.0,307427.54,SILVERM,2020-04-05
2020-04-08,61999.0,62390.0,61600.0,62031.0,6868,31446,62483.0,127808.67,SILVER,2020-04-05
2020-04-08,62002.0,62393.0,61603.0,62034.0,20604,31446,62486.0,63907.43,SILVERM,2020-04-05
2020-04-09,62394.0,62562.0,62098.0,62310.0,23055,72509,62031.0,430967.12,SILVER,2020-04-05
2020-04-09,62340.0,62508.0,62044.0,62256.0,69165,72509,61977.0,215296.81,SILVERM,2020-04-05
2020-04-10,63415.0,63700.0,63199.0,63453.0,6728,10557,62310.0,128073.54,SILVER,2020-04-05
2020-04-10,63470.0,63755.0,63254.0,63508.0,20184,10557,62365.0,64092.27,SILVERM,2020-04-05
2020-04-13,63401.0,64198.0,62860.0,63443.0,12632,40666,63453.0,240423.59,SILVER,2020-04-05
2020-04-13,63494.0,64291.0,62953.0,63536.0,37896,40666,63546.0,120388.01,SILVERM,2020-04-05
2020-04-14,64722.0,64919.0,64311.0,64628.0,17043,47389,63443.0,330436.5,SILVER,2020-04-05
2020-04-14,64742.0,64939.0,64331.0,64648.0,51129,47389,63463.0,165269.38,SILVERM,2020-04-05
2020-04-15,62743.0,63608.0,62132.0,62701.0,11403,57700,64628.0,214493.85,SILVER,2020-04-05
2020-04-15,62731.0,63596.0,62120.0,62689.0,34209,57700,64616.0,107226.4,SILVERM,2020-04-05
2020-04-16,63361.0,63886.0,63082.0,63321.0,20732,34578,62701.0,393831.29,SILVER,2020-04-05
2020-04-16,63408.0,63933.0,63129.0,63368.0,62196,34578,62748.0,197061.81,SILVERM,2020-04-05
2020-04-17,63461.0,63675.0,63213.0,63401.0,23526,19596,63321.0,447471.58,SILVER,2020-04-05
2020-04-17,63500.0,63714.0,63252.0,63440.0,70578,19596,63360.0,223873.42,SILVERM,2020-04-05
2020-04-20,63003.0,63654.0,62161.0,63197.0,14340,67500,63401.0,271873.49,SILVER,2020-04-05
2020-04-20,62989.0,63640.0,62147.0,63183.0,43020,67500,63387.0,135906.63,SILVERM,2020-04-05
2020-04-21,63377.0,63552.0,63028.0,63282.0,68485,20129,63197.0,1300160.33,SILVER,2020-04-05
2020-04-21,63375.0,63550.0,63026.0,63280.0,205455,20129,63195.0,650059.62,SILVERM,2020-04-05
2020-04-22,61925.0,62348.0,61308.0,61849.0,95052,73394,63282.0,1763661.34,SILVER,2020-04-05
2020-04-22,61895.0,62318.0,61278.0,61819.0,285156,73394,63252.0,881402.94,SILVERM,2020-04-05
2020-04-23,61582.0,62117.0,61534.0,61707.0,22755,76046,61849.0,421242.84,SILVER,2020-04-05
2020-04-23,61590.0,62125.0,61542.0,61715.0,68265,76046,61857.0,210648.72,SILVERM,2020-04-05
2020-04-24,61951.0,62507.0,61438.0,61981.0,60397,21596,61707.0,1123039.94,SILVER,2020-04-05
2020-04-24,61966.0,62522.0,61453.0,61996.0,181191,21596,61722.0,561655.86,SILVERM,2020-04-05
2020-04-27,63069.0,63676.0,62781.0,63074.0,28030,75355,61981.0,530389.27,SILVER,2020-04-05
2020-04-27,63030.0,63637.0,62742.0,63035.0,84090,75355,61942.0,265030.66,SILVERM,2020-04-05
2020-04-28,62694.0,62983.0,62355.0,62711.0,92060,22974,63074.0,1731952.4,SILVER,2020-04-05
2020-04-28,62640.0,62929.0,62301.0,62657.0,276180,22974,63020.0,865230.51,SILVERM,2020-04-05
2020-04-29,62181.0,62345.0,61847.0,62139.0,41312,76673,62711.0,770125.91,SILVER,2020-04-05
2020-04-29,62115.0,62279.0,61781.0,62073.0,123936,76673,62645.0,384653.97,SILVERM,2020-04-05
2020-04-30,61970.0,62060.0,61199.0,61793.0,84400,31818,62139.0,1564598.76,SILVER,2020-04-05
2020-04-30,61991.0,62081.0,61220.0,61814.0,253200,31818,62160.0,782565.24,SILVERM,2020-04-05
2020-05-01,62608.0,62758.0,62248.0,62473.0,32457,53246,61793.0,608305.85,SILVER,2020-06-05
2020-05-01,62607.0,62757.0,62247.0,62472.0,97371,53246,61792.0,304148.06,SILVERM,2020-06-05
2020-05-04,62564.0,63162.0,62104.0,62729.0,15532,65598,62473.0,292292.05,SILVER,2020-06-05
2020-05-04,62560.0,63158.0,62100.0,62725.0,46596,65598,62469.0,146136.7,SILVERM,2020-06-05
2020-05-05,62437.0,62551.0,61847.0,62359.0,18518,12654,62729.0,346429.19,SILVER,2020-06-05
2020-05-05,62460.0,62574.0,61870.0,62382.0,55554,12654,62752.0,173278.48,SILVERM,2020-06-05
2020-05-06,62917.0,62998.0,62433.0,62750.0,11476,43758,62359.0,216035.7,SILVER,2020-06-05
2020-05-06,62872.0,62953.0,62388.0,62705.0,34428,43758,62314.0,107940.39,SILVERM,2020-06-05
2020-05-07,62886.0,63255.0,62648.0,62837.0,24743,34204,62750.0,466432.77,SILVER,2020-06-05
2020-05-07,62832.0,63201.0,62594.0,62783.0,74229,34204,62696.0,233015.97,SILVERM,2020-06-05
2020-05-08,63706.0,63706.0,63464.0,63568.0,6004,44928,62837.0,114498.68,SILVER,2020-06-05
2020-05-08,63718.0,63718.0,63476.0,63580.0,18012,44928,62849.0,57260.15,SILVERM,2020-06-05
2020-05-11,63320.0,63320.0,62945.0,63066.0,8271,63609,63568.0,156485.67,SILVER,2020-06-05
2020-05-11,63234.0,63234.0,62859.0,62980.0,24813,63609,63482.0,78136.14,SILVERM,2020-06-05
2020-05-12,62971.0,63398.0,62336.0,62842.0,5209,40552,63066.0,98203.19,SILVER,2020-06-05
2020-05-12,62958.0,63385.0,62323.0,62829.0,15627,40552,63053.0,49091.44,SILVERM,2020-06-05
2020-05-13,62603.0,62755.0,62364.0,62572.0,30463,20336,62842.0,571839.25,SILVER,2020-06-05
2020-05-13,62726.0,62878.0,62487.0,62695.0,91389,20336,62965.0,286481.67,SILVERM,2020-06-05
2020-05-14,61659.0,61754.0,61364.0,61530.0,10539,57037,62572.0,194539.4,SILVER,2020-06-05
2020-05-14,61592.0,61687.0,61297.0,61463.0,31617,57037,62505.0,97163.78,SILVERM,2020-06-05
2020-05-15,61777.0,62352.0,61415.0,61759.0,24977,26206,61530.0,462766.36,SILVER,2020-06-05
2020-05-15,61756.0,62331.0,61394.0,61738.0,74931,26206,61509.0,231304.5,SILVERM,2020-06-05
2020-05-18,61967.0,62479.0,61636.0,61964.0,13606,44831,61759.0,252924.66,SILVER,2020-06-05
2020-05-18,61861.0,62373.0,61530.0,61858.0,40818,44831,61653.0,126245.99,SILVERM,2020-06-05
2020-05-19,61941.0,62341.0,61544.0,61984.0,39052,53563,61964.0,726179.75,SILVER,2020-06-05
2020-05-19,61929.0,62329.0,61532.0,61972.0,117156,53563,61952.0,363019.58,SILVERM,2020-06-05
2020-05-20,62025.0,62436.0,61178.0,61831.0,8148,28361,61984.0,151139.7,SILVER,2020-06-05
2020-05-20,62123.0,62534.0,61276.0,61929.0,24444,28361,62082.0,75689.62,SILVERM,2020-06-05
2020-05-21,60736.0,60935.0,60605.0,60836.0,38536,51335,61831.0,703312.83,SILVER,2020-06-05
2020-05-21,60759.0,60958.0,60628.0,60859.0,115608,51335,61854.0,351789.36,SILVERM,2020-06-05
2020-05-22,60740.0,60740.0,60480.0,60555.0,10607,35816,60836.0,192692.07,SILVER,2020-06-05
2020-05-22,60709.0,60709.0,60449.0,60524.0,31821,35816,60805.0,96296.71,SILVERM,2020-06-05
2020-05-25,60390.0,60782.0,59523.0,60330.0,24586,25619,60555.0,444982.01,SILVER,2020-06-05
2020-05-25,60499.0,60891.0,59632.0,60439.0,73758,25619,60664.0,222892.99,SILVERM,2020-06-05
2020-05-26,59617.0,60163.0,59408.0,59784.0,34250,36819,60330.0,614280.6,SILVER,2020-06-05
2020-05-26,59530.0,60076.0,59321.0,59697.0,102750,36819,60243.0,306693.34,SILVERM,2020-06-05
2020-05-27,59732.0,59817.0,59502.0,59688.0,23594,21741,59784.0,422483.6,SILVER,2020-06-05
2020-05-27,59755.0,59840.0,59525.0,59711.0,70782,21741,59807.0,211323.2,SILVERM,2020-06-05
2020-05-28,59734.0,60535.0,59725.0,59986.0,12399,18798,59688.0,223129.92,SILVER,2020-06-05
2020-05-28,59737.0,60538.0,59728.0,59989.0,37197,18798,59691.0,111570.54,SILVERM,2020-06-05
2020-05-29,61413.0,61849.0,60822.0,61336.0,30117,35143,59986.0,554176.89,SILVER,2020-06-05
2020-05-29,61401.0,61837.0,60810.0,61324.0,90351,35143,59974.0,277034.24,SILVERM,2020-06-05
2020-06-01,61586.0,61863.0,60946.0,61477.0,38126,59695,61336.0,703161.63,SILVER,2020-06-05
2020-06-01,61626.0,61903.0,60986.0,61517.0,114378,59695,61376.0,351809.57,SILVERM,2020-06-05
2020-06-02,61605.0,62048.0,60674.0,61678.0,38617,42747,61477.0,714545.8,SILVER,2020-06-05
2020-06-02,61546.0,61989.0,60615.0,61619.0,115851,42747,61418.0,356931.14,SILVERM,2020-06-05
2020-06-03,61657.0,61969.0,61333.0,61641.0,12498,31182,61678.0,231116.77,SILVER,2020-06-05
2020-06-03,61673.0,61985.0,61349.0,61657.0,37494,31182,61694.0,115588.38,SILVERM,2020-06-05
2020-06-04,60530.0,60762.0,59786.0,60294.0,14628,19415,61641.0,264594.19,SILVER,2020-06-05
2020-06-04,60539.0,60771.0,59795.0,60303.0,43884,19415,61650.0,132316.84,SILVERM,2020-06-05
2020-06-05,60231.0,60654.0,59959.0,60292.0,5329,21085,60294.0,96388.82,SILVER,2020-06-05
2020-06-05,60187.0,60610.0,59915.0,60248.0,15987,21085,60250.0,48159.24,SILVERM,2020-06-05
2020-06-08,60223.0,60606.0,60176.0,60351.0,12032,25008,60292.0,217842.97,SILVER,2020-06-05
2020-06-08,60320.0,60703.0,60273.0,60448.0,36096,25008,60389.0,109096.55,SILVERM,2020-06-05
2020-06-09,62309.0,62685.0,61710.0,62125.0,25622,28452,60351.0,477530.02,SILVER,2020-06-05
2020-06-09,62300.0,62676.0,61701.0,62116.0,76866,28452,60342.0,238730.42,SILVERM,2020-06-05
2020-06-10,62246.0,62376.0,61616.0,62002.0,33584,74075,62125.0,624682.55,SILVER,2020-06-05
2020-06-10,62239.0,62369.0,61609.0,61995.0,100752,74075,62118.0,312306.01,SILVERM,2020-06-05
2020-06-11,62237.0,62460.0,61769.0,62237.0,9722,18120,62002.0,181520.43,SILVER,2020-06-05
2020-06-11,62186.0,62409.0,61718.0,62186.0,29166,18120,61951.0,90685.84,SILVERM,2020-06-05
2020-06-12,62354.0,62515.0,61701.0,62228.0,22772,74385,62237.0,425116.8,SILVER,2020-06-05
2020-06-12,62346.0,62507.0,61693.0,62220.0,68316,74385,62229.0,212531.08,SILVERM,2020-06-05
2020-06-15,61568.0,61759.0,61074.0,61403.0,25569,28170,62228.0,471003.99,SILVER,2020-06-05
2020-06-15,61685.0,61876.0,61191.0,61520.0,76707,28170,62345.0,235950.73,SILVERM,2020-06-05
2020-06-16,62150.0,62378.0,62100.0,62243.0,8235,26259,61403.0,153771.33,SILVER,2020-06-05
2020-06-16,62137.0,62365.0,62087.0,62230.0,24705,26259,61390.0,76869.61,SILVERM,2020-06-05
2020-06-17,62746.0,62912.0,62640.0,62807.0,9576,32099,62243.0,180431.95,SILVER,2020-06-05
2020-06-17,62772.0,62938.0,62666.0,62833.0,28728,32099,62269.0,90253.32,SILVERM,2020-06-05
2020-06-18,63562.0,63562.0,63360.0,63406.0,31707,19649,62807.0,603124.21,SILVER,2020-06-05
2020-06-18,63610.0,63610.0,63408.0,63454.0,95121,19649,62855.0,301790.4,SILVERM,2020-06-05
2020-06-19,62965.0,63607.0,62154.0,62754.0,38868,69258,63406.0,731736.74,SILVER,2020-06-05
2020-06-19,62956.0,63598.0,62145.0,62745.0,116604,69258,63397.0,365815.9,SILVERM,2020-06-05
2020-06-22,63877.0,63884.0,63616.0,63805.0,88212,51037,62754.0,1688510.0,SILVER,2020-06-05
2020-06-22,63857.0,63864.0,63596.0,63785.0,264636,51037,62734.0,843990.36,SILVERM,2020-06-05
2020-06-23,62677.0,63102.0,62437.0,62788.0,72885,21805,63805.0,1372891.01,SILVER,2020-06-05
2020-06-23,62701.0,63126.0,62461.0,62812.0,218655,21805,63829.0,686707.89,SILVERM,2020-06-05
