trade_date,open,high,low,close,volume_lots,open_interest,prev_close,value_lakh,symbol,expiry_date
2020-05-01,62608.0,62758.0,62248.0,62473.0,32457,53246,61793.0,608305.85,SILVER,2020-06-05
2020-05-04,62564.0,63162.0,62104.0,62729.0,15532,65598,62473.0,292292.05,SILVER,2020-06-05
2020-05-05,62437.0,62551.0,61847.0,62359.0,18518,12654,62729.0,346429.19,SILVER,2020-06-05
2020-05-06,62917.0,62998.0,62433.0,62750.0,11476,43758,62359.0,216035.7,SILVER,2020-06-05
2020-05-07,62886.0,63255.0,62648.0,62837.0,24743,34204,62750.0,466432.77,SILVER,2020-06-05
2020-05-08,63706.0,63706.0,63464.0,63568.0,6004,44928,62837.0,114498.68,SILVER,2020-06-05
2020-05-11,63320.0,63320.0,62945.0,63066.0,8271,63609,63568.0,156485.67,SILVER,2020-06-05
2020-05-12,62971.0,63398.0,62336.0,62842.0,5209,40552,63066.0,98203.19,SILVER,2020-06-05
2020-05-13,62603.0,62755.0,62364.0,62572.0,30463,20336,62842.0,571839.25,SILVER,2020-06-05
2020-05-14,61659.0,61754.0,61364.0,61530.0,10539,57037,62572.0,194539.4,SILVER,2020-06-05
2020-05-15,61777.0,62352.0,61415.0,61759.0,24977,26206,61530.0,462766.36,SILVER,2020-06-05
2020-05-18,61967.0,62479.0,61636.0,61964.0,13606,44831,61759.0,252924.66,SILVER,2020-06-05
2020-05-19,61941.0,62341.0,61544.0,61984.0,39052,53563,61964.0,726179.75,SILVER,2020-06-05
2020-05-20,62025.0,62436.0,61178.0,61831.0,8148,28361,61984.0,151139.7,SILVER,2020-06-05
2020-05-21,60736.0,60935.0,60605.0,60836.0,38536,51335,61831.0,703312.83,SILVER,2020-06-05
2020-05-22,60740.0,60740.0,60480.0,60555.0,10607,35816,60836.0,192692.07,SILVER,2020-06-05
2020-05-25,60390.0,60782.0,59523.0,60330.0,24586,25619,60555.0,444982.01,SILVER,2020-06-05
2020-05-26,59617.0,60163.0,59408.0,59784.0,34250,36819,60330.0,614280.6,SILVER,2020-06-05
2020-05-27,59732.0,59817.0,59502.0,59688.0,23594,21741,59784.0,422483.6,SILVER,2020-06-05
2020-05-28,59734.0,60535.0,59725.0,59986.0,12399,18798,59688.0,223129.92,SILVER,2020-06-05
2020-05-29,61413.0,61849.0,60822.0,61336.0,30117,35143,59986.0,554176.89,SILVER,2020-06-05
2020-06-01,61586.0,61863.0,60946.0,61477.0,38126,59695,61336.0,703161.63,SILVER,2020-06-05
2020-06-02,61605.0,62048.0,60674.0,61678.0,38617,42747,61477.0,714545.8,SILVER,2020-06-05
2020-06-03,61657.0,61969.0,61333.0,61641.0,12498,31182,61678.0,231116.77,SILVER,2020-06-05
2020-06-04,60530.0,60762.0,59786.0,60294.0,14628,19415,61641.0,264594.19,SILVER,2020-06-05
2020-06-05,60231.0,60654.0,59959.0,60292.0,5329,21085,60294.0,96388.82,SILVER,2020-06-05
2020-06-08,60223.0,60606.0,60176.0,60351.0,12032,25008,60292.0,217842.97,SILVER,2020-06-05
2020-06-09,62309.0,62685.0,61710.0,62125.0,25622,28452,60351.0,477530.02,SILVER,2020-06-05
2020-06-10,62246.0,62376.0,61616.0,62002.0,33584,74075,62125.0,624682.55,SILVER,2020-06-05
2020-06-11,62237.0,62460.0,61769.0,62237.0,9722,18120,62002.0,181520.43,SILVER,2020-06-05
2020-06-12,62354.0,62515.0,61701.0,62228.0,22772,74385,62237.0,425116.8,SILVER,2020-06-05
2020-06-15,61568.0,61759.0,61074.0,61403.0,25569,28170,62228.0,471003.99,SILVER,2020-06-05
2020-06-16,62150.0,62378.0,62100.0,62243.0,8235,26259,61403.0,153771.33,SILVER,2020-06-05
2020-06-17,62746.0,62912.0,62640.0,62807.0,9576,32099,62243.0,180431.95,SILVER,2020-06-05
2020-06-18,63562.0,63562.0,63360.0,63406.0,31707,19649,62807.0,603124.21,SILVER,2020-06-05
2020-06-19,62965.0,63607.0,62154.0,62754.0,38868,69258,63406.0,731736.74,SILVER,2020-06-05
2020-06-22,63877.0,63884.0,63616.0,63805.0,88212,51037,62754.0,1688510.0,SILVER,2020-06-05
2020-06-23,62677.0,63102.0,62437.0,62788.0,72885,21805,63805.0,1372891.01,SILVER,2020-06-05
2020-06-24,63487.0,63487.0,62802.0,63235.0,62635,53147,62788.0,1188217.27,SILVER,2020-06-05
2020-06-25,64818.0,65082.0,64591.0,64887.0,55412,56053,63235.0,1078655.53,SILVER,2020-06-05
2020-06-26,64116.0,64403.0,63691.0,64159.0,48597,20985,64887.0,935380.48,SILVER,2020-06-05
2020-06-29,63798.0,64399.0,63367.0,63754.0,68787,22391,64159.0,1315633.92,SILVER,2020-06-05
2020-06-30,64043.0,64043.0,63625.0,63845.0,79905,14861,63754.0,1530460.42,SILVER,2020-06-05
2020-07-01,63596.0,63642.0,63069.0,63488.0,24464,73582,63845.0,465951.13,SILVER,2020-08-05
2020-07-02,62419.0,62713.0,61924.0,62367.0,35413,61928,63488.0,662580.77,SILVER,2020-08-05
2020-07-03,62492.0,62823.0,62033.0,62434.0,38270,44364,62367.0,716804.75,SILVER,2020-08-05
2020-07-06,61687.0,62113.0,61288.0,61682.0,25269,52923,62434.0,467592.74,SILVER,2020-08-05
2020-07-07,62109.0,62408.0,61477.0,62040.0,36541,17919,61682.0,680101.09,SILVER,2020-08-05
2020-07-08,61085.0,61616.0,61085.0,61395.0,13009,65896,62040.0,239606.27,SILVER,2020-08-05
2020-07-09,62494.0,62940.0,61917.0,62531.0,22007,57396,61395.0,412835.92,SILVER,2020-08-05
2020-07-10,62009.0,62533.0,61562.0,61979.0,31462,44840,62531.0,584994.99,SILVER,2020-08-05
2020-07-13,61621.0,62141.0,61483.0,61764.0,16542,52255,61979.0,306510.03,SILVER,2020-08-05
2020-07-14,62417.0,62462.0,62253.0,62369.0,22434,18176,61764.0,419755.84,SILVER,2020-08-05
2020-07-15,61472.0,61804.0,60931.0,61497.0,34765,43529,62369.0,641382.96,SILVER,2020-08-05
2020-07-16,61893.0,61893.0,61566.0,61677.0,28769,66406,61497.0,532315.68,SILVER,2020-08-05
2020-07-17,62837.0,62845.0,62439.0,62640.0,27465,22941,61677.0,516122.28,SILVER,2020-08-05
2020-07-20,61437.0,61729.0,60922.0,61494.0,26868,11669,62640.0,495666.24,SILVER,2020-08-05
2020-07-21,61624.0,62311.0,61182.0,61643.0,25156,54859,61494.0,465207.39,SILVER,2020-08-05
2020-07-22,61837.0,62335.0,61627.0,61846.0,25300,65786,61643.0,469411.14,SILVER,2020-08-05
2020-07-23,62373.0,62994.0,62085.0,62429.0,18435,61083,61846.0,345263.58,SILVER,2020-08-05
2020-07-24,61576.0,62378.0,61033.0,61552.0,9114,50076,62429.0,168295.48,SILVER,2020-08-05
2020-07-27,60536.0,61020.0,60117.0,60628.0,13095,30323,61552.0,238177.1,SILVER,2020-08-05
2020-07-28,60877.0,61903.0,60079.0,61015.0,8951,16021,60628.0,163843.58,SILVER,2020-08-05
2020-07-29,61319.0,61557.0,60832.0,61243.0,26468,49807,61015.0,486293.92,SILVER,2020-08-05
2020-07-30,61516.0,61530.0,61317.0,61438.0,32073,60355,61243.0,591150.29,SILVER,2020-08-05
2020-07-31,61604.0,62124.0,61278.0,61704.0,39341,54732,61438.0,728249.12,SILVER,2020-08-05
2020-08-03,61343.0,61605.0,61034.0,61233.0,7768,18711,61704.0,142697.38,SILVER,2020-08-05
2020-08-04,61338.0,62087.0,61025.0,61415.0,38979,73079,61233.0,718168.59,SILVER,2020-08-05
2020-08-05,61673.0,61970.0,61243.0,61642.0,30351,17904,61415.0,561268.9,SILVER,2020-08-05
2020-08-06,61248.0,61386.0,60961.0,61148.0,20445,74033,61642.0,375051.26,SILVER,2020-08-05
2020-08-07,62504.0,62692.0,62322.0,62508.0,6160,65096,61148.0,115514.78,SILVER,2020-08-05
2020-08-10,62929.0,63024.0,62494.0,62871.0,27361,13093,62508.0,516064.03,SILVER,2020-08-05
2020-08-11,61957.0,62204.0,61882.0,62021.0,12041,34918,62871.0,224038.46,SILVER,2020-08-05
2020-08-12,62490.0,62847.0,62261.0,62514.0,23767,72636,62021.0,445731.07,SILVER,2020-08-05
2020-08-13,61799.0,62290.0,61309.0,61825.0,15846,68806,62514.0,293903.68,SILVER,2020-08-05
2020-08-14,62318.0,63036.0,61533.0,62411.0,24924,19394,61825.0,466659.53,SILVER,2020-08-05
2020-08-17,63254.0,63564.0,62720.0,63276.0,18882,23280,62411.0,358433.23,SILVER,2020-08-05
2020-08-18,62496.0,62800.0,62496.0,62691.0,19738,46303,63276.0,371218.49,SILVER,2020-08-05
2020-08-19,63353.0,63971.0,62893.0,63415.0,26019,37453,62691.0,494998.47,SILVER,2020-08-05
2020-08-20,63702.0,64302.0,63173.0,63738.0,6095,70695,63415.0,116544.93,SILVER,2020-08-05
2020-08-21,64336.0,64605.0,64123.0,64369.0,47807,78449,63738.0,923186.63,SILVER,2020-08-05
2020-08-24,65793.0,66006.0,65638.0,65825.0,82830,35765,64369.0,1635685.42,SILVER,2020-08-05
2020-08-25,65646.0,65818.0,65448.0,65654.0,15197,12340,65825.0,299323.15,SILVER,2020-08-05
2020-08-26,65159.0,65405.0,64884.0,65097.0,86642,48057,65654.0,1692040.28,SILVER,2020-08-05
2020-08-27,64555.0,64827.0,64109.0,64442.0,93437,10597,65097.0,1806380.15,SILVER,2020-08-05
2020-08-28,63766.0,64196.0,63698.0,63849.0,74385,67988,64442.0,1424822.36,SILVER,2020-08-05
2020-08-31,63655.0,64028.0,63311.0,63809.0,90382,25025,63849.0,1730155.51,SILVER,2020-08-05
2020-09-01,63946.0,64302.0,63946.0,64080.0,23344,17145,63809.0,448765.06,SILVER,2020-10-05
2020-09-02,64241.0,64687.0,64016.0,64304.0,39241,65797,64080.0,757005.98,SILVER,2020-10-05
2020-09-03,64898.0,65441.0,64465.0,64944.0,9979,51723,64304.0,194422.85,SILVER,2020-10-05
2020-09-04,64871.0,65135.0,64557.0,64971.0,6212,14830,64944.0,121079.96,SILVER,2020-10-05
2020-09-07,65926.0,66795.0,65468.0,66098.0,14001,33930,64971.0,277631.43,SILVER,2020-10-05
2020-09-08,65851.0,66264.0,65766.0,65911.0,18248,33752,66098.0,360823.18,SILVER,2020-10-05
2020-09-09,68077.0,68406.0,67636.0,68052.0,38187,72040,65911.0,779610.52,SILVER,2020-10-05
2020-09-10,68649.0,69304.0,67853.0,68568.0,20608,77696,68052.0,423914.8,SILVER,2020-10-05
2020-09-11,67828.0,68023.0,67746.0,67903.0,36368,74648,68568.0,740848.89,SILVER,2020-10-05
2020-09-14,67023.0,67203.0,66998.0,67079.0,10283,65030,67903.0,206932.01,SILVER,2020-10-05
2020-09-15,67349.0,67574.0,67349.0,67474.0,30854,66815,67079.0,624552.84,SILVER,2020-10-05
2020-09-16,67312.0,67660.0,66495.0,67316.0,15715,45690,67474.0,317361.28,SILVER,2020-10-05
2020-09-17,67781.0,68099.0,67725.0,67896.0,21165,67923,67316.0,431105.65,SILVER,2020-10-05
2020-09-18,68367.0,68838.0,67379.0,68289.0,39108,46572,67896.0,801193.86,SILVER,2020-10-05
2020-09-21,68005.0,68616.0,68005.0,68249.0,31797,64030,68289.0,651034.04,SILVER,2020-10-05
2020-09-22,67547.0,68087.0,67402.0,67596.0,15584,77904,68249.0,316024.82,SILVER,2020-10-05
2020-09-23,66470.0,67158.0,65919.0,66430.0,19780,39203,67596.0,394195.62,SILVER,2020-10-05
2020-09-24,66127.0,66643.0,65588.0,66102.0,26573,15608,66430.0,526958.53,SILVER,2020-10-05
2020-09-25,67143.0,67248.0,65936.0,66783.0,38359,55667,66102.0,768518.73,SILVER,2020-10-05
2020-09-28,67014.0,67680.0,66138.0,66967.0,5526,65547,66783.0,111017.89,SILVER,2020-10-05
2020-09-29,65886.0,66524.0,65630.0,66019.0,12855,32485,66967.0,254602.27,SILVER,2020-10-05
2020-09-30,66157.0,66484.0,65574.0,66170.0,39060,19862,66019.0,775380.06,SILVER,2020-10-05
2020-10-01,66249.0,67025.0,66234.0,66485.0,34482,67560,66170.0,687760.73,SILVER,2020-10-05
2020-10-02,65810.0,65946.0,65562.0,65821.0,21571,38415,66485.0,425947.44,SILVER,2020-10-05
2020-10-05,65846.0,66121.0,65846.0,65956.0,36740,74523,65821.0,726967.03,SILVER,2020-10-05
2020-10-06,66139.0,66349.0,65515.0,66018.0,24142,29323,65956.0,478141.97,SILVER,2020-10-05
2020-10-07,65090.0,65354.0,64762.0,65161.0,30104,63214,66018.0,588482.02,SILVER,2020-10-05
2020-10-08,65436.0,65851.0,65143.0,65451.0,13625,27997,65161.0,267530.96,SILVER,2020-10-05
2020-10-09,65813.0,66214.0,65274.0,65897.0,20926,67003,65451.0,413688.19,SILVER,2020-10-05
2020-10-12,66984.0,67060.0,66157.0,66752.0,36218,13679,65897.0,725287.18,SILVER,2020-10-05
2020-10-13,67551.0,67844.0,67042.0,67594.0,31380,50308,66752.0,636329.92,SILVER,2020-10-05
2020-10-14,66779.0,67311.0,65794.0,66535.0,25566,49842,67594.0,510310.14,SILVER,2020-10-05
2020-10-15,65936.0,65964.0,65615.0,65829.0,38205,75408,66535.0,754499.08,SILVER,2020-10-05
2020-10-16,66306.0,66575.0,65925.0,66242.0,34717,79532,65829.0,689917.05,SILVER,2020-10-05
2020-10-19,66707.0,66765.0,66527.0,66657.0,30135,63938,66242.0,602612.61,SILVER,2020-10-05
2020-10-20,67129.0,67129.0,66986.0,67076.0,33164,15695,66657.0,667352.54,SILVER,2020-10-05
2020-10-21,69904.0,70504.0,69904.0,70175.0,34882,68499,67076.0,734353.3,SILVER,2020-10-05
2020-10-22,70622.0,71124.0,70282.0,70661.0,21435,33382,70175.0,454385.56,SILVER,2020-10-05
2020-10-23,71742.0,72546.0,70979.0,71621.0,62922,24235,70661.0,1351960.97,SILVER,2020-10-05
2020-10-26,72432.0,72714.0,71879.0,72439.0,66510,72223,71621.0,1445375.37,SILVER,2020-10-05
2020-10-27,72805.0,73203.0,72805.0,73010.0,72835,12366,72439.0,1595305.0,SILVER,2020-10-05
2020-10-28,72752.0,73814.0,72271.0,72760.0,70505,37467,73010.0,1538983.14,SILVER,2020-10-05
2020-10-29,73675.0,73966.0,72816.0,73425.0,14210,69316,72760.0,313010.78,SILVER,2020-10-05
2020-10-30,72966.0,73447.0,72059.0,72785.0,32517,16764,73425.0,710024.95,SILVER,2020-10-05
2020-11-02,72593.0,72805.0,72309.0,72602.0,14255,71836,72785.0,310482.45,SILVER,2020-12-05
2020-11-03,72348.0,72498.0,72031.0,72211.0,37262,41923,72602.0,807217.88,SILVER,2020-12-05
2020-11-04,72245.0,72687.0,71921.0,72298.0,23093,26292,72211.0,500873.31,SILVER,2020-12-05
2020-11-05,74040.0,75173.0,73630.0,74293.0,10782,11614,72298.0,240308.14,SILVER,2020-12-05
2020-11-06,72577.0,73586.0,72136.0,72712.0,6234,30939,74293.0,135985.98,SILVER,2020-12-05
2020-11-09,73543.0,73890.0,72703.0,73314.0,39188,28800,72712.0,861908.71,SILVER,2020-12-05
2020-11-10,71927.0,72383.0,71770.0,71967.0,36996,66440,73314.0,798747.34,SILVER,2020-12-05
2020-11-11,71555.0,71714.0,71344.0,71590.0,34204,33246,71967.0,734599.31,SILVER,2020-12-05
2020-11-12,72479.0,72853.0,72280.0,72523.0,22152,62805,71590.0,481958.85,SILVER,2020-12-05
2020-11-13,72872.0,72872.0,72514.0,72595.0,30019,59648,72523.0,653768.79,SILVER,2020-12-05
2020-11-16,71940.0,72264.0,71495.0,71707.0,24488,66851,72595.0,526788.3,SILVER,2020-12-05
2020-11-17,71445.0,71631.0,70890.0,71130.0,24689,41688,71707.0,526838.57,SILVER,2020-12-05
2020-11-18,71691.0,71909.0,71341.0,71714.0,33506,39764,71130.0,720854.79,SILVER,2020-12-05
2020-11-19,71166.0,71246.0,71061.0,71124.0,22715,42470,71714.0,484674.5,SILVER,2020-12-05
2020-11-20,71105.0,71907.0,71066.0,71321.0,18765,48501,71124.0,401501.57,SILVER,2020-12-05
2020-11-23,71588.0,71588.0,71112.0,71377.0,26942,67207,71321.0,576911.74,SILVER,2020-12-05
2020-11-24,70690.0,70990.0,70690.0,70855.0,25478,72157,71377.0,541573.11,SILVER,2020-12-05
2020-11-25,72698.0,72792.0,72575.0,72666.0,27551,13216,70855.0,600606.29,SILVER,2020-12-05
2020-11-26,73063.0,73520.0,72723.0,73223.0,33072,32072,72666.0,726489.32,SILVER,2020-12-05
2020-11-27,71449.0,72600.0,70627.0,71533.0,7892,47132,73223.0,169361.53,SILVER,2020-12-05
2020-11-30,71587.0,72495.0,70719.0,71707.0,38966,27861,71533.0,838240.49,SILVER,2020-12-05
2020-12-01,71088.0,71527.0,70780.0,71174.0,29395,74186,71707.0,627647.92,SILVER,2021-02-05
2020-12-02,71825.0,72298.0,71590.0,71903.0,23756,14960,71174.0,512438.3,SILVER,2021-02-05
2020-12-03,71182.0,71657.0,71023.0,71260.0,27174,28781,71903.0,580925.77,SILVER,2021-02-05
2020-12-04,71301.0,71428.0,70941.0,71183.0,39651,41126,71260.0,846743.14,SILVER,2021-02-05
2020-12-07,71463.0,72019.0,71033.0,71621.0,5797,32578,71183.0,124556.08,SILVER,2021-02-05
2020-12-08,72397.0,73093.0,71677.0,72365.0,13209,27883,71621.0,286760.79,SILVER,2021-02-05
2020-12-09,71552.0,71771.0,70774.0,71378.0,26346,39782,72365.0,564157.44,SILVER,2021-02-05
2020-12-10,71046.0,71639.0,70868.0,71119.0,33024,66387,71378.0,704590.16,SILVER,2021-02-05
2020-12-11,70642.0,70974.0,70291.0,70744.0,34414,26979,71119.0,730375.2,SILVER,2021-02-05
2020-12-14,70193.0,70392.0,69970.0,70225.0,10947,43746,70744.0,230625.92,SILVER,2021-02-05
2020-12-15,71872.0,71982.0,71371.0,71703.0,14617,76266,70225.0,314424.83,SILVER,2021-02-05
2020-12-16,72089.0,72355.0,71852.0,72061.0,25704,10056,71703.0,555676.78,SILVER,2021-02-05
2020-12-17,70952.0,71516.0,70719.0,71027.0,33702,41457,72061.0,718125.59,SILVER,2021-02-05
